Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
Montana Trial Lawyers Association,03/26/2020 to 04/25/2020,C4,04/25/20,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,52.34,"In kind donation of general office services of Mary Taylor:  1.25 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting
",Primary,,,
Montana Trial Lawyers Association,03/26/2020 to 04/25/2020,C4,04/25/20,Montanans for Liberty and Justice,,,,32 S Ewing #304,Helena,MT,59601,,All Other Expenditures,31.4,"In kind donation of general office services of Mary Taylor:  .75 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting",Primary,,,
Montana Trial Lawyers Association,03/26/2020 to 04/25/2020,C4,04/25/20,Trial Lawyers Legislative PAC,,,,P.O. Box 838,Helena,MT,59624,,All Other Expenditures,10.47,"In kind donation of general office services of Mary Taylor:  .25 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting
",Primary,,,
Montana Trial Lawyers Association,01/01/2020 to 03/25/2020,C4,03/25/20,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,380.34,In-kind donation of services of Al Smith: 6 hours @63.39 /hr–fundraising-ally meetings-digital maintenance-member meetings-compliance monitoring ,Primary,,,
Montana Trial Lawyers Association,01/01/2020 to 03/25/2020,C4,03/25/20,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,1151.43,"In kind donation of general office services of Mary Taylor:  27.5 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting",Primary,,,
Montana Trial Lawyers Association,01/01/2020 to 03/25/2020,C4,03/25/20,Montanans for Liberty and Justice,,,,32 S Ewing #304,Helena,MT,59601,,All Other Expenditures,73.27,"In kind donation of general office services of Mary Taylor:  1.75 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting
",Primary,,,
Montana Trial Lawyers Association,01/01/2020 to 03/25/2020,C4,03/25/20,Trial Lawyers Legislative PAC,,,,P.O. Box 838,Helena,MT,59624,,All Other Expenditures,31.4,"In kind donation of general office services of Mary Taylor:  .75 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting
",Primary,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,03/15/19,Carol's List,,,,PO Box 1447,Helena,MT,59624,,All Other Expenditures,250.0,"contribution - ""Coffee With Carol's List""",Primary,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,824.07,In kind donation of services of Al Smith:13 hours @63.39 /hr–fundraising-ally meetings-digital maintenance-member meetings-compliance monitoring,General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,157.01,"In kind donation of general office services of Mary Taylor:  3.75 hours @ $41.87 /hr – Bookkeeping, banking, CERS reporting (157.01)",General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,10800.0,"Earmarked contribution received from Heenan & Cook Trial Lawyers, 1631 Zimmerman Trail, Billings MT 59102",General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,2432.04,In kind donation of services of Al Smith: 39 hours @62.36 /hr–fundraising-ally meetings-digital maintenance-member meetings-compliance monitoring,General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,587.27,"In kind donation of general office services of Mary Taylor:  14.5 hours @ $41.26 /hr – Bookkeeping, banking, CERS reporting (598.27)",General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montana Law PAC,,,,PO Box 838,Helena,MT,59624,,All Other Expenditures,0.97,In kind donation of postage,General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Montanans for Liberty and Justice,,,,32 S Ewing #304,Helena,MT,59601,,All Other Expenditures,10.32,"In kind donation of general office services of Mary Taylor:  .25 hours @ $41.26 /hr – Bookkeeping, banking, CERS reporting (10.32)",General,,,
Montana Trial Lawyers Association,11/22/2018 to 12/31/2019,C4,12/31/19,Trial Lawyers Legislative PAC,,,,P.O. Box 838,Helena,MT,59624,,All Other Expenditures,10.32,"In kind donation of general office services of Mary Taylor:  .25 hours @ $41.26 /hr – Bookkeeping, banking, CERS reporting (10.32)",General,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/25/20,"Bennett, Bryce",,,,PO Box 372,Milltown,MT,59851,,All Other Expenditures,100.0,BB fro SOS campaign,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/20/20,"Conley, Loni R",,,,14490 Harpers Bridge Rd,Missoula,MT,59808,,All Other Expenditures,100.0,conley for HD 96 campaign,General,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,03/26/20,"COONEY, MIKE",,,,PO BOX 1825,HELENA,MT,59624,,All Other Expenditures,500.0,Cooney for governor campaign.,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/25/20,"Dudik, Kimberly P",,,,P.O. Box 16712,Missoula,MT,59808,,All Other Expenditures,100.0,dudik for AG campaign primary,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,03/26/20,"Fox, Tim",,,,PO Box 1557,Helena,MT,59624,,All Other Expenditures,500.0,Fox for governor  Primary campaign,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/25/20,"GRAYBILL, RAPH",,,,PO BOX 2028,GREAT FALLS,MT,59408,,All Other Expenditures,100.0,graybill primary campaign,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/20/20,"Hansen, LouAnn",,,,223 Red Fox Rd,Lolo,MT,59847,,All Other Expenditures,150.0,HAnsen for HD 97 campaign,General,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/25/20,"Morigeau, Shane A",,,,P O Box 1733,Missoula,MT,59806,,All Other Expenditures,100.0,Morigeau for montana Audtor campaign primary.,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/20/20,"Pierson, Gordon E",,,,603 WASHINGTON ST,Deer Lodge,MT,59722,,All Other Expenditures,150.0,pierson for SD39 primary campaign,Primary,,,
International Association of Firefighters Local No. 271 FIRE PAC,01/01/2018 to 05/05/2020,C6,04/10/20,"Thane, Mark A",,,,P.O. Box 692,Missoula,MT,59806,,All Other Expenditures,150.0,THane for HD 99 campaign,Primary,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/03/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,16.1,Billings Door Knock Food: Sassy Biscuit (Reimbursement),General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/04/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,500.0,"IE Positive Facebook ad by Forward Montana Voter Fund account for Danny Choriki, Billings Ward 3. 10/31-11/04 (Reimbursement)",General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/04/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,500.0,"IE Positive Facebook ad by Forward Montana Voter Fund account for Carmelita Dominguez, Billings Ward 4. 10/31-11/04 (Reimbursement)",General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/02/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,5.64,Billings Door Knock Food: Dairy Queen (Reimbursement),General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/02/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,10.99,Billings Door Knock Food: Wendy's (Reimbursement),General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/04/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,250.0,"IE Positive Facebook ad by Forward Montana Voter Fund account for Kendra Shaw, Billings Ward 1. 10/31-11/04 (Reimbursement)",General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/01/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,290.0,Travel / Mileage Reimbursement For Staff (Hannah Pate) to Billings for Door Knock (Reimbursed for 500 miles @ .58/mi,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/15/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,1297.3,Staff Salary & Overhead for IE Work (Reimbursement) ,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,10/31/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,645.06,Staff Salary & Overhead for IE Work (Reimbursement) ,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/02/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,5.05,Billings Door Knock Food: Starbucks (Reimbursement),General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/01/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,34.89,Billings Door Knock Food: Cham Thai (Reimbursement),General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/02/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,176.32,Travel / Mileage Reimbursement For Staff (Emma Bode) to Billings for Door Knock (Reimbursed for 304 miles @.58/mi,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,36.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,176.32,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,13.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,5.05,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,58.39,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,500.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,16.1,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,5.64,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,1297.3,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,34.89,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,290.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,500.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,10.99,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,250.0,,General,,,
Forward Montana Voter Fund,10/31/2019 to 11/27/2019,C6,11/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,645.06,,General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/25/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,36.0,"Billings Door Knock Supplies: clipboards, snacks, hats, gloves - Dollar Tree",General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/25/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,58.39,"Billings Door Knock Supplies: snacks, coffee, - Winco Foods",General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/26/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,13.0,Billings Door Knock Supplies: Treat bag/bowls - Dollar Tree ,General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/15/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,331.7,"Ind. Exp: Staff salary & office overhead: Michael Nelson- 8.5 hrs (Developing IE strategy, including reviewing relevant materials and imp",General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/11/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,2808.23,"Independent Exp- Postcard Mailers for Kendra Shaw Billings Ward 1, Carmelita Dominguez Billings Ward 4, Danny Choriki Billings Ward 3: 4400 total.  ",General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,09/27/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debts and Loans Not Yet Paid,3712.2,"Ind. Exp:Postcard Mailers for Shaw Billings Ward 1, Dominguez Billings Ward 4, Choriki Billings Ward 3: 4,725 total. Billings doorhangers 1300 total. ",General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/23/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,2808.23,,General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/23/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,331.7,,General,,,
Forward Montana Voter Fund,11/22/2018 to 10/30/2019,C6,10/23/19,Forward Montana,,,,P O Box 2817,Missoula,MT,59806,,Debt and Loan Payment,3712.2,,General,,,
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,05/11/20,cPanel,,,,2550 N. Loop W. St 4006,Houston,TX,77092,,All Other Expenditures,10.16,To host voterguide website,Primary,,,
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,05/01/20,Digital Ocean LLC,,,,101 Ave of the Americas,New York,NY,10013,,All Other Expenditures,15.4,Bandwith usage for voterguide site,Primary,,,
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,04/28/20,Fusion Web Technologies,,,,3019 W. Topeka Drive,Phoenix,AZ,85027,,All Other Expenditures,6000.0,montanavoterguide website reconfiguration,Primary,,,
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,04/28/20,Know Who,,,,PO Box 62,Mount Vernon,VA,22121,,All Other Expenditures,1495.0,Database to pull in candidates information,Primary,,,Candidate responses to non-partisan survey
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,05/01/20,Montana Family Foundation,,,,112 1st Ave South #2,Laurel,MT,59044,,All Other Expenditures,1768.0,Staff time for updating montanavoterguide.com and judicial spending guide,Primary,Website,,
Montana Family Foundation,04/27/2020 to 05/24/2020,C4,04/27/20,Montana Family Foundation,,,,112 1st Ave South #2,Laurel,MT,59044,,All Other Expenditures,1167.75,"Staff time and supplies of paper, envelopes, and stamps for in-house mailing of letters to candidates",Primary,Letter,"305 paper, envelopes, stamps",Candidate letters for non-partisan surveys
Montana Family Foundation,09/26/2019 to 10/25/2019,C4,10/24/19,Design4 Marketing Communications,,,,106 North Collins St.,Plant City,FL,33563,,All Other Expenditures,16550.0,"Digital advertisement endorsing Armstrong Ward 1, Neese Ward 2, Rowe Ward 3, Purinton Ward 4, and Boyett Ward 5. Approx 584,000 impressions",General,,,
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/20/20,Jobs for Montana PAC,,,,PO Box 1618,Helena,MT,59624,,All Other Expenditures,2500.0,Direct financial contribution,Primary,,,
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/21/20,Access Marketing,,,,PO Box 913026,Denver,CO,80291,,Independent Expenditure,1572.6,Postage costs for Direct Mail,Primary,Mail,"5,242 pieces",Postage for SD 39 mailers
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/21/20,Access Marketing,,,,PO Box 913026,Denver,CO,80291,,Independent Expenditure,5500.0,"Design, creative, production of digital plan",Primary,MediaMath,Run dates for digital ad program 4/28/2020 through 6/2/2020,Montana values.  Proven leadership.
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/21/20,Access Marketing,,,,PO Box 913026,Denver,CO,80291,,Independent Expenditure,3145.2,"Design, Creative, Production, Printing of Direct Mail",Primary,Mail,"5,242",Mailer 1: Proven record of service.  Mailer 2: A leader we can trust.
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/27/20,Victory Enterprises,,,,5200 30th Street SW,Davenport,IA,52802,,Independent Expenditure,6768.7,"Share of Design, Creative, Production, Printing of Direct Mail",Primary,Mail,"SD 28 - 14,802; SD 35, HD 69, HD 70 - 13,740; HD 10 - 6,507; HD 37 - 6,387; HD 68 - 7,053; HD 88 - 6,435; HD 14 - 4,017; SD 44 - 4,174; HD 7 - 2,212; HD 9 - 2,224; HD 21 - 2,211; HD 35 - 2,126; HD 64 - 1,873; HD 75 - 1,976; HD 86 - 2,261","Mailer 1: Growth - jobs and the economy.  Mailer 2: Wallet - keeping taxes low. Mailer 3: GOVT - issue summation and vote prompt.  Mailer 4: Growth - issue summation and vote prompt.  Mailer 5: prosperity - taxes, jobs, GOTV prompt"
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/27/20,Victory Enterprises,,,,5200 30th Street SW,Davenport,IA,52802,,Independent Expenditure,2940.0,Share of postage costs for Direct Mail,Primary,Mail,"SD 28 - 14,802; SD 35, HD 69, HD 70 - 13,740; HD 10 - 6,507; HD 37 - 6,387; HD 68 - 7,053; HD 88 - 6,435; HD 14 - 4,017; SD 44 - 4,174; HD 7 - 2,212; HD 9 - 2,224; HD 21 - 2,211; HD 35 - 2,126; HD 64 - 1,873; HD 75 - 1,976; HD 86 - 2,261",Postage for mailers described above
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/27/20,Victory Enterprises,,,,5200 30th Street SW,Davenport,IA,52802,,Independent Expenditure,91.3,Share of website creation,Primary,Website,1,"Website landing page for digital ads, common sense solutions for Montana"
Realtors For Better Government,03/26/2020 to 04/27/2020,C6,04/27/20,Victory Enterprises,,,,5200 30th Street SW,Davenport,IA,52802,,Independent Expenditure,10200.0,"Share of Design, Creative, Production of Digital Plan",Primary,Adobe Ad Exchange,run dates for digital ad program are 4/21/2020 through 6/2/2020; 4/28/2020 through 6/2/2020; and 5/1/2020 through 6/2/2020,"Commonsense, Conservative Solutions for MT Families; Commonsense Solutions  MT Families Can Rely On; Vote Tom Richmond State Senate; Vote Walt Sales State Senate; Bold Leadership, Commonsense, Conservative Solutions"
Working Montana PAC,05/28/2020 to 06/26/2020,C6,06/08/20,"TOSKR, Inc.",,,,1330 BROADWAY - 3RD FLOOR,OAKLAND,CA,94612,,Independent Expenditure,3527.33,"Pre-Paid dials for canvassers from GetThru in quantity of 75,451. ",Primary,"Toske, Inc. DBA GetThru","75,451 GetThru Dial Talk Usage fee for May, 2020.",Canvasser dials for pro Cooney for Governor
Working Montana PAC,05/28/2020 to 06/26/2020,C6,06/08/20,Working Montana PAC,,,,2711 Airport Rd.,Helena,MT,59601,,Independent Expenditure,10586.0,Payroll for 8 Canvassers,Primary,Payroll Expenses,Payroll for WF $1111.84; NH $993.08; SB $1111.84; AM $1218.82; TP $1156.84; PS $1111.84; JP $1111.84; JK $1847.00. Taxes $922.90,Payroll for 6-10-2020
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,Facebook,,,,1601 Willow Rd,Menlo Park,CA,94025,,Independent Expenditure,179.99,Facebook for endorsement video of Mike Cooney for Governor in primary race.,Primary,Facebook,"Cooney Endorsement Video on facebook from April 25-May 2, 2020",Pro Mike Cooney for Governor in Democratic race
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,The Dover Group,,,,823 N. 25th St.,Philadelphia,PA,19130,,Independent Expenditure,6481.0,"Facebook Advertising in support of Mike Cooney.  18,888 Reach total; 171328 Impressions total.  622 Link clicks",Primary,The Dover Group,"Facebook Advertising in support of Mike Cooney.  18,888 Reach total; 171328 Impressions total.  622 Link clicks",In support of Mike Cooney Democratic Primary for Governor
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,The Dover Group,,,,823 N. 25th St.,Philadelphia,PA,19130,,Independent Expenditure,5691.0,Display ads 98927 Impressions; 81 clicks; 11696 reach.  ,Primary,The Dover Group,Display ads 98927 Impressions; 81 clicks; 11696 reach.  ,In support of Cooney for Governor in Democratic primary 
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,The Dover Group,,,,823 N. 25th St.,Philadelphia,PA,19130,,Independent Expenditure,3965.0,"Facebook ads in Missoula, Cascade, and Yellowstone counties.  ",Primary,Facebook ads,"No quantities to report yet, as this facebook campaign will go live on Thursday, May 28th.  But invoice has been paid.",In support of Mike Cooney for Governor in Democratic primary
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,"TOSKR, Inc.",,,,1330 BROADWAY - 3RD FLOOR,OAKLAND,CA,94612,,Independent Expenditure,234.0,"In support of Brian Close text messages 2,925.  ",Primary,ThruText,2925 text messages,In support of Brian Close HD 61 Democratic primary 
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/25/20,"TOSKR, Inc.",,,,1330 BROADWAY - 3RD FLOOR,OAKLAND,CA,94612,,Independent Expenditure,178.96,In support of Gordon Pierson 2237 text messages,Primary,ThruTex,2237 Text messages ,Support of Gordon Pierson SD 39 Democratic primary
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/13/20,Working Montana PAC,,,,2711 Airport Rd.,Helena,MT,59601,,Independent Expenditure,11494.0,Payroll/Ta for 8 Canvassers for pay day 5-13-2020. JK $1847;AM $1343.36; JP $1230.60; NH $1230.60; SB $1216.13; TP $1275.60; WF $ 1111.84; PS $1230.60,Primary,Payroll for 8 Canvassers,JK 30 hours texting for Governor's race; additional 7 canvassers for texting 4 hours each for Brian Close HD 61; 7 canvassers for texting 2 hours each for Gordon Pierson SD 39; dialer for Governor's race 36 hours each from 6 canvassers; one canvasser 34 hours for dialer for Governors race. ,"Payroll Reimbursement for 8 Canvassers for Cooney for Governor, Brian Close HD 61; Gordon Pierson SD 39.  "
Working Montana PAC,05/01/2020 to 05/27/2020,C6,05/27/20,Working Montana PAC,,,,2711 Airport Rd.,Helena,MT,59601,,Independent Expenditure,11641.3,Payroll ,Primary,Payroll for 5-27-2020,JK 30 hours texting for Governor's race; additional 7 canvassers for texting 4 hours each for Brian Close HD 61; 7 canvassers for texting 2 hours each for Gordon Pierson SD 39; dialer for Governor's race 36 hours each from 6 canvassers; one canvasser 34 hours for dialer for Governors race. ,Payroll reimbursement for 8 Canvassers for Pro Cooney for Governor; Brian Close HD 61; Gordon Pierson SD 39 
Working Montana PAC,03/31/2020 to 04/30/2020,C6,04/14/20,Facebook,,,,1601 Willow Rd,Menlo Park,CA,94025,,Independent Expenditure,111.08,"Video announcing our endorsement of Mike Cooney.  The video ran from April 10-24, 2020",Primary,Facebook Video endorsing Mike Cooney,"Endorsing Mike Cooney video which ran from April 10-24, 2020",Pro Mike Cooney
Working Montana PAC,03/31/2020 to 04/30/2020,C6,04/30/20,Facebook,,,,1601 Willow Rd,Menlo Park,CA,94025,,Independent Expenditure,35.0,Facebook ad for endorsement of Cooney for Governor video,Primary,Facebook,"Facebook Endorsement for Cooney for Governor April 16-April 20, 2020",In support of Cooney for Governor in Democratic Primary race
Working Montana PAC,03/31/2020 to 04/30/2020,C6,04/28/20,The Dover Group,,,,823 N. 25th St.,Philadelphia,PA,19130,,Independent Expenditure,6764.76,"Shipping/Direct Mail billing Brian Close, Gordon Pierson",Primary,The Dover Group,"Shipping/Direct Mail billing; 2,192 Pieces for Brian Close; 2092 mailing Pieces for Brian Close; 2505 Shipping/Direct Mail pieces for Gordon Pierson; 2505 Pieces printing for Gordon Pierson 2,192 Pieces for Brian Close; 2092 mailing Pieces for Brian Close; 2505 Shipping/Direct Mail pieces for Gordon Pierson; 2505 Pieces printing for Gordon Pierson","Pro Brian Close, Pro Gordon Pierson"
Working Montana PAC,03/31/2020 to 04/30/2020,C6,04/01/20,"TOSKR, Inc.",,,,1330 BROADWAY - 3RD FLOOR,OAKLAND,CA,94612,,Independent Expenditure,14880.79,"194,838 Text Messages/75,000 Dials for upcoming Canvassers for support of Mike Cooney",Primary,"TOSKR, Inc. Get Thru","194838 Text Messages/75,000 Dials for Canvassers for support of Mike Cooney April 23-April 30, 2020.",Pro Mike Cooney
Working Montana PAC,03/31/2020 to 04/30/2020,C6,04/28/20,Working Montana PAC,,,,2711 Airport Rd.,Helena,MT,59601,,Independent Expenditure,6558.6,Payroll for 9 canvassers;,Primary,"Payroll for 9 canvassers from April 15-April 30, 2020","Payroll for 9 canvassers from April 15-April 30, 2020;  DJ $45.17; NH $325.05; TP $323.46; SB $322.47; PS $307.00; JP $335.17; WF $322.29; AM $365.34; JK $1847 (4-15-2020; JK $1847 (4-28-2020) Taxes $518.65",Payroll to employee 9 canvassers/Pro Mike Cooney
Working Montana PAC,11/16/2018 to 09/05/2019,C6,08/29/19,Billings Times,,,,2919 Montana Avenue,Billings,MT,59101,,Independent Expenditure,456.75,Postcards for Fred Wilburn/3045 Postcards,Primary,,,
Working Montana PAC,11/16/2018 to 09/05/2019,C6,09/05/19,Mailing Technical Services,,,,P. O. Box 1753,Billings,MT,59103,,Independent Expenditure,891.79,Postcard Postage for Fred Wilburn/3023 postcards mailed,Primary,,,
Great Falls Public Schools,02/28/2020 to 05/05/2020,C6,04/28/20,Great Falls Public  Schools,,,,1100 4th St South,Great Falls,MT,59405,,All Other Expenditures,52.5,Printing of Brochures,General, Print brochures Levy information,200,Levy Fact sheet
Great Falls Public Schools,02/28/2020 to 05/05/2020,C6,03/13/20,Great falls Public Schools,,,,1100 4th street south,Great Falls,MT,59405,,All Other Expenditures,74.08,,General,Brochure,250,Levy Fact Sheet
Great Falls Public Schools,02/28/2020 to 05/05/2020,C6,03/12/20,Great Falls Public Schools,,,,1100 4th street south,Great Falls,MT,59405,,All Other Expenditures,16.1,Levy facts Brochures,General,Print Brochure,50,Levy Facts Brochure
